RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Join
JA494132,,11/1/2017 7:35,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 8:23,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,1931,N,PULASKI RD,2535,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,11,41.91628555,-87.72638375,POINT (-87.726383751801 41.916285545408),1
JA949081,,11/1/2017 7:36,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/1/2017 7:40,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,2,E,MARQUETTE RD,322,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,4,11,41.77283498,-87.62507028,POINT (-87.625070277068 41.772834981744),1
JA494071,,11/1/2017 7:44,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ALLEY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/1/2017 7:47,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,5527,W,HIRSCH ST,2532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,4,11,41.9056561,-87.76516213,POINT (-87.765162128646 41.905656099386),1
JA494088,,11/1/2017 7:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 8:20,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,5899,N,CUMBERLAND AVE,1614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,11,41.98638297,-87.83643375,POINT (-87.836433753977 41.98638296862),1
JA494077,,11/1/2017 7:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 8:10,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,5310,N,MILWAUKEE AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,11,41.97677935,-87.76891711,POINT (-87.768917104928 41.976779346356),1
JA494087,,11/1/2017 7:56,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/1/2017 8:00,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",NOT APPLICABLE,328,N,KEDZIE AVE,1123,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,11,41.88720288,-87.70645267,POINT (-87.706452667683 41.88720288174),1
JA494137,,11/1/2017 8:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/1/2017 8:30,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,3900,W,DIVISION ST,2535,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.90280068,-87.7239275,POINT (-87.723927495867 41.902800684489),1
JA494501,,11/1/2017 8:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/1/2017 13:58,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7119,S,TALMAN AVE,831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.76399937,-87.68919557,POINT (-87.689195567363 41.763999373368),1
JA494129,,11/1/2017 8:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 8:50,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,6235,S,ARCHER AVE,811,Y,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,4,11,41.79352966,-87.77585615,POINT (-87.775856144926 41.793529660247),1
JA511201,,11/1/2017 8:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/14/2017 9:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1800,W,FULTON ST,1223,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.88695799,-87.6720265,POINT (-87.672026498593 41.886957985988),1
JA494301,,11/1/2017 8:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/1/2017 11:30,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,3829,N,LONG AVE,1634,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.95046758,-87.76184027,POINT (-87.76184026614 41.950467575725),1
JA494108,,11/1/2017 8:03,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/1/2017 8:05,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5749,S,ARCHER AVE,814,,,,,,,2,FATAL,1,1,0,0,0,1,0,8,4,11,41.79655617,-87.75621475,POINT (-87.756214749639 41.796556164536),1
JA494916,,11/1/2017 8:10,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 18:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2211,W,100TH ST,2213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.7117923,-87.67745582,POINT (-87.677455823506 41.711792298057),1
JA494102,,11/1/2017 8:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/1/2017 8:15,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4822,W,LAWRENCE AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.9681245,-87.74880833,POINT (-87.748808332029 41.968124500194),1
JA494283,,11/1/2017 8:15,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 11:11,UNABLE TO DETERMINE,NOT APPLICABLE,1246,W,THORNDALE AVE,2013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.99007943,-87.66216223,POINT (-87.66216222961 41.990079425038),1
JA494114,,11/1/2017 8:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/1/2017 8:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7040,S,SOUTH CHICAGO AVE,322,Y,,,,,,2,FATAL,1,1,0,0,0,0,0,8,4,11,41.76705874,-87.60745429,POINT (-87.607454285858 41.76705874274),1
JA494110,,11/1/2017 8:27,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,CENTER TURN LANE,,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 8:27,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,398,S,ASHLAND AVE,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,8,4,11,41.87638849,-87.66681235,POINT (-87.666812350149 41.876388488923),1
JA494146,,11/1/2017 8:30,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/1/2017 9:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4400,N,LAKE SHORE DR SB,1914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.96202716,-87.64663966,POINT (-87.64663966128 41.962027155537),1
JA494120,,11/1/2017 8:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/1/2017 8:39,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2340,S,RIDGEWAY AVE,1013,,,Y,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,8,4,11,41.84858073,-87.7187162,POINT (-87.71871620435 41.848580731204),1
JA494825,,11/1/2017 8:30,10,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",11/1/2017 17:40,UNABLE TO DETERMINE,UNABLE TO DETERMINE,555,W,KINZIE ST,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.88894308,-87.64173602,POINT (-87.641736021743 41.888943075459),1
JA494112,,11/1/2017 8:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/1/2017 8:50,EXCEEDING AUTHORIZED SPEED LIMIT,IMPROPER OVERTAKING/PASSING,8855,S,STATE ST,632,,,,,,,3,NONINCAPACITATING INJURY,2,0,0,1,1,1,0,8,4,11,41.73289813,-87.62389416,POINT (-87.623894156006 41.732898130975),1
JA494127,,11/1/2017 8:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/1/2017 9:04,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4759,N,WESTERN AVE,1911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.96846814,-87.68875631,POINT (-87.688756313644 41.968468135052),1
JA494135,,11/1/2017 8:46,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/1/2017 8:47,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6658,S,DR MARTIN LUTHER KING JR DR,312,,,,,,,3,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,8,4,11,41.77305814,-87.61559908,POINT (-87.615599079017 41.773058138367),1
JA494128,,11/1/2017 8:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 9:00,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,4963,N,MILWAUKEE AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.97113949,-87.76348912,POINT (-87.763489124222 41.971139488892),1
JA494206,,11/1/2017 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 10:00,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,2797,N,MANGO AVE,2514,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,4,11,41.93113744,-87.76974116,POINT (-87.769741163508 41.93113744366),1
JA506413,,11/1/2017 9:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ALLEY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/10/2017 12:10,UNABLE TO DETERMINE,NOT APPLICABLE,8451,S,BURNHAM AVE,423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.74127414,-87.55620713,POINT (-87.556207125404 41.741274135968),1
JA498346,,11/1/2017 9:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",11/4/2017 9:30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,4233,N,KOLMAR AVE,1722,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.95814348,-87.7424212,POINT (-87.742421203944 41.95814347472),1
JA496853,Y,11/1/2017 9:00,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,FIXED OBJECT,ALLEY,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/2/2017 13:09,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4125,S,VINCENNES AVE,214,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.81941546,-87.61343638,POINT (-87.613436382878 41.819415454574),1
JA494158,,11/1/2017 9:05,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 9:07,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1805,S,CANAL ST,1235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.85746268,-87.63878145,POINT (-87.638781454132 41.857462684388),1
JA494143,,11/1/2017 9:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/1/2017 9:13,PHYSICAL CONDITION OF DRIVER,PHYSICAL CONDITION OF DRIVER,4527,N,ALBANY AVE,1724,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.96384891,-87.70573695,POINT (-87.705736948235 41.963848910705),1
JA494168,,11/1/2017 9:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/1/2017 9:30,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,1200,N,HALSTED ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.90369831,-87.64824535,POINT (-87.648245350626 41.90369830765),1
JA494185,,11/1/2017 9:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,2,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",11/1/2017 9:23,PHYSICAL CONDITION OF DRIVER,FAILING TO REDUCE SPEED TO AVOID CRASH,526,N,WABASH AVE,1834,,Y,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,9,4,11,41.89164444,-87.62686354,POINT (-87.626863540571 41.891644442098),1
JA494172,,11/1/2017 9:15,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 9:30,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,4400,N,HAMLIN AVE,1723,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.96105164,-87.72307757,POINT (-87.723077568884 41.961051639906),1
JA494181,,11/1/2017 9:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/1/2017 9:45,IMPROPER TURNING/NO SIGNAL,FAILING TO REDUCE SPEED TO AVOID CRASH,830,N,SACRAMENTO BLVD,1211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.89650831,-87.70237908,POINT (-87.702379082164 41.896508307884),1
JA494170,,11/1/2017 9:27,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/1/2017 9:27,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5157,W,NORTH AVE,2533,,,,,,,3,NONINCAPACITATING INJURY,3,0,0,3,0,2,0,9,4,11,41.90939308,-87.75566409,POINT (-87.755664093587 41.909393081284),1
JA494217,,11/1/2017 9:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 10:15,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,2205,S,HALSTED ST,1235,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,9,4,11,41.85239664,-87.64634142,POINT (-87.64634142109 41.852396635775),1
JA494183,,11/1/2017 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/1/2017 9:45,FAILING TO YIELD RIGHT-OF-WAY,EXCEEDING AUTHORIZED SPEED LIMIT,5857,S,HALSTED ST,711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.78713273,-87.64482516,POINT (-87.644825164214 41.787132727979),1
JA494505,N,11/1/2017 9:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/1/2017 10:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1505,N,MENARD AVE,2531,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.90770908,-87.77055442,POINT (-87.77055441726 41.907709074801),1
JA494360,,11/1/2017 9:35,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/1/2017 12:20,IMPROPER LANE USAGE,IMPROPER LANE USAGE,3252,N,PULASKI RD,1731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.94058792,-87.72737351,POINT (-87.727373509345 41.940587920123),1
JA494175,,11/1/2017 9:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/1/2017 9:36,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,4140,W,LAKE ST,1114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,4,11,41.88580469,-87.72990363,POINT (-87.729903627024 41.885804684545),1
JA494186,,11/1/2017 9:40,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,N,,,$500 OR LESS,11/1/2017 9:43,UNABLE TO DETERMINE,NOT APPLICABLE,2501,W,BRADLEY PL,1921,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.94935856,-87.69093472,POINT (-87.690934716373 41.94935856028),1
JA494178,,11/1/2017 9:45,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 9:50,UNABLE TO DETERMINE,NOT APPLICABLE,4900,S,CICERO AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.80387715,-87.74320434,POINT (-87.743204337182 41.803877146599),1
JA494195,,11/1/2017 9:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/1/2017 9:45,NOT APPLICABLE,NOT APPLICABLE,8755,S,KINGSTON AVE,423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.73557758,-87.56224005,POINT (-87.562240051097 41.735577575863),1
JA494215,,11/1/2017 9:50,30,UNKNOWN,UNKNOWN,UNKNOWN,DAYLIGHT,ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,,,$500 OR LESS,11/1/2017 10:30,NOT APPLICABLE,UNABLE TO DETERMINE,1200,N,CLARK ST,1821,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,9,4,11,41.90399233,-87.6315949,POINT (-87.631594895269 41.903992332756),1
JA494230,,11/1/2017 9:57,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,5,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/1/2017 10:11,UNABLE TO DETERMINE,NOT APPLICABLE,220,E,CHICAGO AVE,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.89687696,-87.62193403,POINT (-87.621934031166 41.896876961996),1
