RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JA494061,,11/01/2017 07:30:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 08:00:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,4130,W,45TH ST,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,11,41.81159719,-87.727332266,POINT (-87.727332266273 41.811597190449)
JA494132,,11/01/2017 07:35:00 AM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 08:23:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,1931,N,PULASKI RD,2535,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,11,41.916285545,-87.726383752,POINT (-87.726383751801 41.916285545408)
JA949081,,11/01/2017 07:36:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/01/2017 07:40:00 AM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,2,E,MARQUETTE RD,322,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,4,11,41.772834982,-87.625070277,POINT (-87.625070277068 41.772834981744)
JA494071,,11/01/2017 07:44:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ALLEY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/01/2017 07:47:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,5527,W,HIRSCH ST,2532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,4,11,41.905656099,-87.765162129,POINT (-87.765162128646 41.905656099386)
JA494088,,11/01/2017 07:45:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 08:20:00 AM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,5899,N,CUMBERLAND AVE,1614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,11,41.986382969,-87.836433754,POINT (-87.836433753977 41.98638296862)
JA494077,,11/01/2017 07:50:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 08:10:00 AM,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,5310,N,MILWAUKEE AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,11,41.976779346,-87.768917105,POINT (-87.768917104928 41.976779346356)
JA494087,,11/01/2017 07:56:00 AM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/01/2017 08:00:00 AM,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",NOT APPLICABLE,328,N,KEDZIE AVE,1123,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,11,41.887202882,-87.706452668,POINT (-87.706452667683 41.88720288174)
JA494137,,11/01/2017 08:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/01/2017 08:30:00 AM,UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,3900,W,DIVISION ST,2535,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.902800684,-87.723927496,POINT (-87.723927495867 41.902800684489)
JA494501,,11/01/2017 08:00:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/01/2017 01:58:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7119,S,TALMAN AVE,831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.763999373,-87.689195567,POINT (-87.689195567363 41.763999373368)
JA494129,,11/01/2017 08:00:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 08:50:00 AM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,6235,S,ARCHER AVE,811,Y,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,4,11,41.79352966,-87.775856145,POINT (-87.775856144926 41.793529660247)
JA511201,,11/01/2017 08:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/14/2017 09:50:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1800,W,FULTON ST,1223,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.886957986,-87.672026499,POINT (-87.672026498593 41.886957985988)
JA494301,,11/01/2017 08:00:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/01/2017 11:30:00 AM,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,3829,N,LONG AVE,1634,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.950467576,-87.761840266,POINT (-87.76184026614 41.950467575725)
JA494108,,11/01/2017 08:03:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/01/2017 08:05:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5749,S,ARCHER AVE,814,,,,,,,2,FATAL,1,1,0,0,0,1,0,8,4,11,41.796556165,-87.75621475,POINT (-87.756214749639 41.796556164536)
JA494916,,11/01/2017 08:10:00 AM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 06:35:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2211,W,100TH ST,2213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.711792298,-87.677455824,POINT (-87.677455823506 41.711792298057)
JA494102,,11/01/2017 08:10:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/01/2017 08:15:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4822,W,LAWRENCE AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.9681245,-87.748808332,POINT (-87.748808332029 41.968124500194)
JA494283,,11/01/2017 08:15:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 11:11:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,1246,W,THORNDALE AVE,2013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.990079425,-87.66216223,POINT (-87.66216222961 41.990079425038)
JA494114,,11/01/2017 08:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/01/2017 08:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7040,S,SOUTH CHICAGO AVE,322,Y,,,,,,2,FATAL,1,1,0,0,0,0,0,8,4,11,41.767058743,-87.607454286,POINT (-87.607454285858 41.76705874274)
JA494110,,11/01/2017 08:27:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,CENTER TURN LANE,,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 08:27:00 AM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,398,S,ASHLAND AVE,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,8,4,11,41.876388489,-87.66681235,POINT (-87.666812350149 41.876388488923)
JA494146,,11/01/2017 08:30:00 AM,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/01/2017 09:20:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4400,N,LAKE SHORE DR SB,1914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.962027156,-87.646639661,POINT (-87.64663966128 41.962027155537)
JA494120,,11/01/2017 08:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/01/2017 08:39:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2340,S,RIDGEWAY AVE,1013,,,Y,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,8,4,11,41.848580731,-87.718716204,POINT (-87.71871620435 41.848580731204)
JA494825,,11/01/2017 08:30:00 AM,10,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",11/01/2017 05:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,555,W,KINZIE ST,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,4,11,41.888943075,-87.641736022,POINT (-87.641736021743 41.888943075459)
JA494112,,11/01/2017 08:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/01/2017 08:50:00 AM,EXCEEDING AUTHORIZED SPEED LIMIT,IMPROPER OVERTAKING/PASSING,8855,S,STATE ST,632,,,,,,,3,NONINCAPACITATING INJURY,2,0,0,1,1,1,0,8,4,11,41.732898131,-87.623894156,POINT (-87.623894156006 41.732898130975)
JA494127,,11/01/2017 08:45:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/01/2017 09:04:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4759,N,WESTERN AVE,1911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.968468135,-87.688756314,POINT (-87.688756313644 41.968468135052)
JA494135,,11/01/2017 08:46:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/01/2017 08:47:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6658,S,DR MARTIN LUTHER KING JR DR,312,,,,,,,3,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,8,4,11,41.773058138,-87.615599079,POINT (-87.615599079017 41.773058138367)
JA494128,,11/01/2017 08:50:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 09:00:00 AM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,4963,N,MILWAUKEE AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,11,41.971139489,-87.763489124,POINT (-87.763489124222 41.971139488892)
JA494206,,11/01/2017 09:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 10:00:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,2797,N,MANGO AVE,2514,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,4,11,41.931137444,-87.769741164,POINT (-87.769741163508 41.93113744366)
JA506413,,11/01/2017 09:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ALLEY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/10/2017 12:10:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,8451,S,BURNHAM AVE,423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.741274136,-87.556207125,POINT (-87.556207125404 41.741274135968)
JA498346,,11/01/2017 09:00:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",11/04/2017 09:30:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,4233,N,KOLMAR AVE,1722,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.958143475,-87.742421204,POINT (-87.742421203944 41.95814347472)
JA496853,Y,11/01/2017 09:00:00 AM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,FIXED OBJECT,ALLEY,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/02/2017 01:09:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4125,S,VINCENNES AVE,214,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.819415455,-87.613436383,POINT (-87.613436382878 41.819415454574)
JA494158,,11/01/2017 09:05:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 09:07:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1805,S,CANAL ST,1235,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.857462684,-87.638781454,POINT (-87.638781454132 41.857462684388)
JA494143,,11/01/2017 09:10:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/01/2017 09:13:00 AM,PHYSICAL CONDITION OF DRIVER,PHYSICAL CONDITION OF DRIVER,4527,N,ALBANY AVE,1724,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.963848911,-87.705736948,POINT (-87.705736948235 41.963848910705)
JA494168,,11/01/2017 09:10:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/01/2017 09:30:00 AM,FOLLOWING TOO CLOSELY,FAILING TO YIELD RIGHT-OF-WAY,1200,N,HALSTED ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.903698308,-87.648245351,POINT (-87.648245350626 41.90369830765)
JA494185,,11/01/2017 09:15:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,2,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",11/01/2017 09:23:00 AM,PHYSICAL CONDITION OF DRIVER,FAILING TO REDUCE SPEED TO AVOID CRASH,526,N,WABASH AVE,1834,,Y,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,9,4,11,41.891644442,-87.626863541,POINT (-87.626863540571 41.891644442098)
JA494172,,11/01/2017 09:15:00 AM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 09:30:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,4400,N,HAMLIN AVE,1723,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.96105164,-87.723077569,POINT (-87.723077568884 41.961051639906)
JA494181,,11/01/2017 09:20:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/01/2017 09:45:00 AM,IMPROPER TURNING/NO SIGNAL,FAILING TO REDUCE SPEED TO AVOID CRASH,830,N,SACRAMENTO BLVD,1211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.896508308,-87.702379082,POINT (-87.702379082164 41.896508307884)
JA494170,,11/01/2017 09:27:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/01/2017 09:27:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5157,W,NORTH AVE,2533,,,,,,,3,NONINCAPACITATING INJURY,3,0,0,3,0,2,0,9,4,11,41.909393081,-87.755664094,POINT (-87.755664093587 41.909393081284)
JA494217,,11/01/2017 09:30:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 10:15:00 AM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,2205,S,HALSTED ST,1235,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,9,4,11,41.852396636,-87.646341421,POINT (-87.64634142109 41.852396635775)
JA494183,,11/01/2017 09:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/01/2017 09:45:00 AM,FAILING TO YIELD RIGHT-OF-WAY,EXCEEDING AUTHORIZED SPEED LIMIT,5857,S,HALSTED ST,711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.787132728,-87.644825164,POINT (-87.644825164214 41.787132727979)
JA494505,N,11/01/2017 09:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/01/2017 10:50:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1505,N,MENARD AVE,2531,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.907709075,-87.770554417,POINT (-87.77055441726 41.907709074801)
JA494360,,11/01/2017 09:35:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/01/2017 12:20:00 PM,IMPROPER LANE USAGE,IMPROPER LANE USAGE,3252,N,PULASKI RD,1731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.94058792,-87.727373509,POINT (-87.727373509345 41.940587920123)
JA494175,,11/01/2017 09:35:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/01/2017 09:36:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,4140,W,LAKE ST,1114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,9,4,11,41.885804685,-87.729903627,POINT (-87.729903627024 41.885804684545)
JA494186,,11/01/2017 09:40:00 AM,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,N,,,$500 OR LESS,11/01/2017 09:43:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,2501,W,BRADLEY PL,1921,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,4,11,41.94935856,-87.690934716,POINT (-87.690934716373 41.94935856028)
JA494178,,11/01/2017 09:45:00 AM,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 09:50:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,4900,S,CICERO AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.803877147,-87.743204337,POINT (-87.743204337182 41.803877146599)
JA494195,,11/01/2017 09:45:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/01/2017 09:45:00 AM,NOT APPLICABLE,NOT APPLICABLE,8755,S,KINGSTON AVE,423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,11,41.735577576,-87.562240051,POINT (-87.562240051097 41.735577575863)
